           0   0.00000000      -8.39999970E-03  -1.52000003E-02
           1   1.00000005E-03  -1.23999938E-02   2.00000009E-03
           2   2.00000009E-03  -1.19999982E-03  -1.64000001E-02
           3   3.00000003E-03   9.79999825E-03  -1.67999994E-02
           4   4.00000019E-03   3.19999969E-03   5.20000001E-03
           5   5.00000035E-03  -9.19999927E-03   1.72000006E-02
           6   6.00000052E-03  -4.79999930E-03   1.20000001E-02
           7   7.00000068E-03  -3.05999629E-02  -2.23999992E-02
           8   8.00000038E-03  -1.59999877E-02   5.59999980E-03
           9   9.00000054E-03  -1.53999887E-02  -3.15999985E-02
          10   1.00000007E-02  -7.20000081E-03  -2.40000011E-03
          11   1.10000009E-02  -3.39999911E-03  -1.55999996E-02
          12   1.20000010E-02   1.99999963E-03  -3.72000001E-02
          13   1.30000012E-02  -8.79999995E-03  -1.27999997E-02
          14   1.40000014E-02  -5.19999955E-03  -1.24000004E-02
          15   1.50000015E-02   6.40000030E-03  -3.44000012E-02
          16   1.60000008E-02  -2.00000033E-03  -1.31999999E-02
          17   1.70000009E-02  -3.79999890E-03  -2.28000004E-02
          18   1.80000011E-02   6.20000018E-03  -1.11999996E-02
          19   1.90000013E-02  -1.51999891E-02  -4.91999984E-02
          20   2.00000014E-02  -1.71999857E-02  -4.72000018E-02
          21   2.10000016E-02  -1.39999983E-03  -7.55999982E-02
          22   2.20000017E-02   1.15999952E-02  -3.44000012E-02
          23   2.30000019E-02  -1.20000006E-03  -3.95999998E-02
          24   2.40000021E-02   2.39999988E-03  -3.88000011E-02
          25   2.50000022E-02   7.99999805E-04  -5.48000000E-02
          26   2.60000024E-02   1.69999860E-02  -6.08000010E-02
          27   2.70000026E-02   1.93999819E-02  -5.00000007E-02
          28   2.80000027E-02  -4.99999989E-03  -3.84000018E-02
          29   2.90000029E-02  -1.53999887E-02  -5.92000000E-02
          30   3.00000031E-02  -1.17999949E-02  -4.47999984E-02
          31   3.10000032E-02  -2.47999728E-02  -6.19999990E-02
          32   3.20000015E-02  -2.13999785E-02  -4.52000014E-02
          33   3.29999998E-02  -5.59999980E-03  -3.31999995E-02
          34   3.39999981E-02  -8.40000063E-03  -4.76000011E-02
          35   3.49999964E-02   1.40000007E-03  -8.47999975E-02
          36   3.59999947E-02  -4.59999917E-03  -7.44000003E-02
          37   3.69999930E-02  -1.99999986E-03  -9.52000022E-02
          38   3.79999913E-02   4.19999938E-03  -9.04000029E-02
          39   3.89999896E-02   1.19999945E-02  -9.12000015E-02
          40   3.99999879E-02   3.79999890E-03  -8.64000022E-02
          41   4.09999862E-02   5.80000039E-03  -7.59999976E-02
          42   4.19999845E-02  -4.59999917E-03  -8.76000002E-02
          43   4.29999828E-02   6.80000102E-03  -9.44000036E-02
          44   4.39999811E-02   8.60000029E-03  -7.51999989E-02
          45   4.49999794E-02   2.27999762E-02  -6.63999990E-02
          46   4.59999777E-02   1.69999860E-02  -9.48000029E-02
          47   4.69999760E-02  -8.79999995E-03  -9.23999995E-02
          48   4.79999743E-02   5.19999955E-03 -0.103200004    
          49   4.89999726E-02   4.99999942E-03  -8.76000002E-02
          50   4.99999709E-02   1.13999955E-02 -0.109999999    
          51   5.09999692E-02   1.67999864E-02  -8.47999975E-02
          52   5.19999675E-02   1.33999921E-02 -0.102399997    
          53   5.29999658E-02   1.99999791E-04 -0.134399995    
          54   5.39999641E-02  -2.99999979E-03  -9.92000028E-02
          55   5.49999624E-02   5.79999993E-03  -9.39999968E-02
          56   5.59999608E-02   1.83999836E-02 -0.115999997    
          57   5.69999591E-02   1.79999843E-02 -0.105599999    
          58   5.79999574E-02   5.79999993E-03 -0.127599999    
          59   5.89999557E-02   1.99999791E-04  -9.56000015E-02
          60   5.99999540E-02   6.00000005E-03 -0.121600002    
          61   6.09999523E-02  -5.99999796E-04 -0.128000006    
          62   6.19999506E-02  -1.19999982E-03 -0.150000006    
          63   6.29999489E-02   1.99999986E-03 -0.114399999    
          64   6.39999509E-02   1.73999853E-02 -0.146799996    
          65   6.49999529E-02   1.29999928E-02 -0.133200005    
          66   6.59999549E-02   2.33999752E-02 -0.106399998    
          67   6.69999570E-02   1.83999836E-02 -0.137600005    
          68   6.79999590E-02   9.59999859E-03 -0.131200001    
          69   6.89999610E-02   1.79999843E-02 -0.118000001    
          70   6.99999630E-02   2.15999782E-02 -0.137199998    
          71   7.09999651E-02   1.33999921E-02 -0.121200003    
          72   7.19999671E-02   8.40000063E-03 -0.164000005    
          73   7.29999691E-02   6.80000056E-03 -0.140400007    
          74   7.39999712E-02   1.79999985E-03 -0.170399994    
          75   7.49999732E-02   2.31999755E-02 -0.153999999    
          76   7.59999752E-02   3.99999879E-03 -0.145199999    
          77   7.69999772E-02   7.60000106E-03 -0.134800002    
          78   7.79999793E-02   1.91999823E-02 -0.147200003    
          79   7.89999813E-02  -1.73999853E-02 -0.161200002    
          80   7.99999833E-02  -1.15999952E-02 -0.152799994    
          81   8.09999853E-02  -5.79999993E-03 -0.189999998    
          82   8.19999874E-02   1.29999928E-02 -0.148000002    
          83   8.29999894E-02   1.57999881E-02 -0.184000000    
          84   8.39999914E-02  -7.00000068E-03 -0.174400002    
          85   8.49999934E-02  -8.20000097E-03 -0.185200006    
          86   8.59999955E-02   1.19999945E-02 -0.178399995    
          87   8.69999975E-02   3.19999922E-03 -0.175999999    
          88   8.79999995E-02  -5.39999967E-03 -0.191200003    
          89   8.90000015E-02  -7.99999805E-04 -0.217199996    
          90   9.00000036E-02   2.00000009E-03 -0.189199999    
          91   9.10000056E-02  -7.60000106E-03 -0.168400005    
          92   9.20000076E-02  -2.19999775E-02 -0.181199998    
          93   9.30000097E-02  -7.20000081E-03 -0.156000003    
          94   9.40000117E-02  -3.39999958E-03 -0.154400006    
          95   9.50000137E-02  -4.19999892E-03 -0.184400007    
          96   9.60000157E-02  -4.79999976E-03 -0.181600004    
          97   9.70000178E-02  -3.39999911E-03 -0.202399999    
          98   9.80000198E-02   1.33999921E-02 -0.186000004    
          99   9.90000218E-02  -7.80000119E-03 -0.172399998    
         100  0.100000024      -1.25999935E-02 -0.201600000    
         101  0.101000026      -6.20000018E-03 -0.211600006    
         102  0.102000028       1.80000032E-03 -0.210800007    
         103  0.103000030       4.19999892E-03 -0.214000002    
         104  0.104000032      -2.19999999E-03 -0.238000005    
         105  0.105000034       1.49999894E-02 -0.204799995    
         106  0.106000036       1.79999985E-03 -0.210400000    
         107  0.107000038      -1.43999904E-02 -0.214000002    
         108  0.108000040      -9.99999791E-03 -0.211600006    
         109  0.109000042       4.39999951E-03 -0.215200007    
         110  0.110000044       6.20000018E-03 -0.228799999    
         111  0.111000046       6.60000043E-03 -0.227599993    
         112  0.112000048       8.79999995E-03 -0.233600006    
         113  0.113000050       4.19999892E-03 -0.219200000    
         114  0.114000052      -1.31999925E-02 -0.231999993    
         115  0.115000054       1.23999938E-02 -0.215599999    
         116  0.116000056       6.60000090E-03 -0.208000004    
         117  0.117000058       1.13999955E-02 -0.222800002    
         118  0.118000060       9.19999927E-03 -0.230000004    
         119  0.119000062       1.67999864E-02 -0.214000002    
         120  0.120000064       3.39999911E-03 -0.234400004    
         121  0.121000066       9.19999927E-03 -0.244399995    
         122  0.122000068       2.23999768E-02 -0.247600004    
         123  0.123000070       1.07999966E-02 -0.252000004    
         124  0.124000072       1.33999921E-02 -0.282400012    
         125  0.125000075      -4.39999951E-03 -0.278400004    
         126  0.126000077      -2.39999942E-03 -0.229599997    
         127  0.127000079       7.80000119E-03 -0.244000003    
         128  0.128000081      -4.19999938E-03 -0.279199988    
         129  0.129000083      -3.59999901E-03 -0.287999988    
         130  0.130000085       4.79999930E-03 -0.285200000    
         131  0.131000087      -1.33999921E-02 -0.267600000    
         132  0.132000089      -2.37999745E-02 -0.274800003    
         133  0.133000091      -1.29999928E-02 -0.238000005    
         134  0.134000093       1.25999935E-02 -0.306400001    
         135  0.135000095       2.59999954E-03 -0.283600003    
         136  0.136000097      -1.43999904E-02 -0.266799986    
         137  0.137000099      -9.99999791E-03 -0.290399998    
         138  0.138000101       4.79999976E-03 -0.287200004    
         139  0.139000103       5.79999993E-03 -0.309599996    
         140  0.140000105       6.00000203E-04 -0.280000001    
         141  0.141000107      -4.79999930E-03 -0.261599988    
         142  0.142000109      -1.05999969E-02 -0.287600011    
         143  0.143000111      -1.11999959E-02 -0.317200005    
         144  0.144000113      -8.79999995E-03 -0.289999992    
         145  0.145000115      -2.39999965E-03 -0.268400013    
         146  0.146000117      -5.99999796E-04 -0.255600005    
         147  0.147000119      -3.19999969E-03 -0.282799989    
         148  0.148000121       2.00000140E-04 -0.284399986    
         149  0.149000123       1.69999860E-02 -0.295599997    
         150  0.150000125       2.65999697E-02 -0.339599997    
         151  0.151000127       8.60000029E-03 -0.300799996    
         152  0.152000129       1.35999918E-02 -0.274800003    
         153  0.153000131       9.19999927E-03 -0.329600006    
         154  0.154000133       5.59999980E-03 -0.335200012    
         155  0.155000135      -1.37999915E-02 -0.323599994    
         156  0.156000137      -2.23999768E-02 -0.308400005    
         157  0.157000139      -1.69999860E-02 -0.302800000    
         158  0.158000141      -1.27999932E-02 -0.300399989    
         159  0.159000143      -4.99999942E-03 -0.319599986    
         160  0.160000145       2.19999775E-02 -0.320400000    
         161  0.161000147       7.00000068E-03 -0.322400004    
         162  0.162000149      -2.09999792E-02 -0.331999987    
         163  0.163000152      -2.37999745E-02 -0.358000010    
         164  0.164000154      -1.91999823E-02 -0.326400012    
         165  0.165000156      -1.83999836E-02 -0.347999990    
         166  0.166000158      -1.31999925E-02 -0.345600009    
         167  0.167000160       7.20000081E-03 -0.376399994    
         168  0.168000162       1.45999901E-02 -0.375999987    
         169  0.169000164       5.39999967E-03 -0.365200013    
         170  0.170000166       1.31999925E-02 -0.386000007    
         171  0.171000168      -1.39999983E-03 -0.354400009    
         172  0.172000170       2.20000022E-03 -0.347999990    
         173  0.173000172       6.20000064E-03 -0.381199986    
         174  0.174000174       6.40000030E-03 -0.352400005    
         175  0.175000176       2.39999741E-02 -0.353199989    
         176  0.176000178       1.65999867E-02 -0.345200002    
         177  0.177000180       2.19999775E-02 -0.381599993    
         178  0.178000182       1.71999857E-02 -0.347200006    
         179  0.179000184       2.27999762E-02 -0.345200002    
         180  0.180000186       1.27999932E-02 -0.372000009    
         181  0.181000188       8.60000029E-03 -0.359200001    
         182  0.182000190      -1.79999985E-03 -0.375200003    
         183  0.183000192      -3.19999922E-03 -0.400400013    
         184  0.184000194      -4.39999951E-03 -0.398000002    
         185  0.185000196      -8.99999961E-03 -0.375999987    
         186  0.186000198       6.00000028E-04 -0.401600003    
         187  0.187000200       3.39999911E-03 -0.372399986    
         188  0.188000202      -4.00000135E-04 -0.388799995    
         189  0.189000204      -1.39999983E-03 -0.427599996    
         190  0.190000206      -4.79999930E-03 -0.415600002    
         191  0.191000208      -1.75999850E-02 -0.446799994    
         192  0.192000210      -4.00000252E-04 -0.414799988    
         193  0.193000212      -2.69999690E-02 -0.440800011    
         194  0.194000214      -1.99999809E-02 -0.429600000    
         195  0.195000216      -2.89999656E-02 -0.412400007    
         196  0.196000218      -1.79999985E-03 -0.432000011    
         197  0.197000220      -1.21999942E-02 -0.454800010    
         198  0.198000222      -3.79999937E-03 -0.451200008    
         199  0.199000224       1.31999925E-02 -0.420800000    
         200  0.200000226       1.57999881E-02 -0.431600004    
         201  0.201000229       7.20000081E-03 -0.451200008    
         202  0.202000231       6.80000102E-03 -0.444000006    
         203  0.203000233      -1.20000029E-03 -0.441599995    
         204  0.204000235      -6.60000090E-03 -0.436399996    
         205  0.205000237       8.00000131E-03 -0.432000011    
         206  0.206000239       2.15999782E-02 -0.430000007    
         207  0.207000241       2.59999954E-03 -0.439599991    
         208  0.208000243       2.07999796E-02 -0.451599985    
         209  0.209000245       1.41999908E-02 -0.464399993    
         210  0.210000247       3.01999636E-02 -0.446000010    
         211  0.211000249       2.87999660E-02 -0.451999992    
         212  0.212000251       2.15999782E-02 -0.434399992    
         213  0.213000253       4.09999453E-02 -0.460399985    
         214  0.214000255       4.29999419E-02 -0.457199991    
         215  0.215000257       3.95999476E-02 -0.451200008    
         216  0.216000259       2.59999707E-02 -0.435600013    
         217  0.217000261       1.35999918E-02 -0.476399988    
         218  0.218000263       8.79999995E-03 -0.454800010    
         219  0.219000265      -1.99999849E-04 -0.457599998    
         220  0.220000267       8.99999961E-03 -0.481200010    
         221  0.221000269       1.29999928E-02 -0.502799988    
         222  0.222000271       1.19999945E-02 -0.483599991    
         223  0.223000273       8.20000097E-03 -0.526400030    
         224  0.224000275       7.99999805E-04 -0.522400022    
         225  0.225000277       9.99999791E-03 -0.534799993    
         226  0.226000279      -1.17999949E-02 -0.514800012    
         227  0.227000281      -1.69999860E-02 -0.522800028    
         228  0.228000283      -2.11999789E-02 -0.504000008    
         229  0.229000285      -2.95999646E-02 -0.505200028    
         230  0.230000287      -3.39999571E-02 -0.510800004    
         231  0.231000289      -4.13999446E-02 -0.508800030    
         232  0.232000291      -4.69999351E-02 -0.504400015    
         233  0.233000293      -2.77999677E-02 -0.516799986    
         234  0.234000295      -1.51999891E-02 -0.509599984    
