           0   0.00000000      -2.83333343E-02   3.77777778E-02
           1   9.99999975E-05  -2.22221203E-03   3.66666652E-02
           2   1.99999995E-04   7.22223148E-03  -2.22222228E-03
           3   2.99999985E-04   2.77778809E-03  -9.99999978E-03
           4   3.99999990E-04   3.33334366E-03   1.33333337E-02
           5   4.99999966E-04   9.44445282E-03   1.44444443E-02
           6   5.99999970E-04   3.05555798E-02   3.55555564E-02
           7   6.99999975E-04   6.11112081E-03   1.11111114E-02
           8   7.99999980E-04   3.88889923E-03  -1.11111114E-03
           9   8.99999985E-04  -4.99998964E-03   2.11111102E-02
          10   9.99999931E-04  -2.44444385E-02   3.22222225E-02
          11   1.09999988E-03  -1.11109903E-03   1.33333337E-02
          12   1.19999982E-03   2.66666878E-02  -1.77777782E-02
          13   1.29999977E-03   5.05556054E-02  -1.22222221E-02
          14   1.39999972E-03   2.11111233E-02  -2.33333334E-02
          15   1.49999966E-03   1.38888955E-02  -1.44444443E-02
          16   1.59999961E-03   1.55555615E-02  -1.22222221E-02
          17   1.69999956E-03   1.05555635E-02  -2.22222228E-02
          18   1.79999950E-03   9.44445282E-03  -2.66666673E-02
          19   1.89999945E-03  -1.66665646E-03   1.77777782E-02
          20   1.99999940E-03  -2.22221203E-03  -1.11111114E-02
          21   2.09999946E-03   3.27778049E-02   3.33333341E-03
          22   2.19999952E-03   1.11111188E-02   2.77777780E-02
          23   2.29999959E-03   4.44445480E-03  -8.88888910E-03
          24   2.39999965E-03  -1.55555410E-02   1.22222221E-02
          25   2.49999971E-03   6.11112081E-03   9.99999978E-03
          26   2.59999977E-03   3.50000300E-02  -2.88888887E-02
          27   2.69999984E-03   1.50000062E-02   6.66666683E-03
          28   2.79999990E-03   6.66667614E-03  -2.77777780E-02
          29   2.89999996E-03   5.00001013E-03   0.00000000    
          30   3.00000003E-03   6.11112081E-03  -2.77777780E-02
          31   3.10000009E-03  -4.99998964E-03  -8.88888910E-03
          32   3.20000015E-03  -1.11110983E-02   3.77777778E-02
          33   3.30000021E-03  -2.22221203E-03   1.88888889E-02
          34   3.40000028E-03   3.61111425E-02  -2.77777780E-02
          35   3.50000034E-03   6.11112081E-03  -3.88888903E-02
          36   3.60000040E-03   2.77778809E-03  -2.22222228E-03
          37   3.70000047E-03   4.44444865E-02   1.55555559E-02
