           0  -6.17283955E-03  -1.48148148E-03
           1  -6.41975272E-03 -0.765432119    
           2   1.97531050E-03  -1.08395064    
           3   7.40742369E-04  -1.25481486    
           4  -1.23456633E-03  -1.36049378    
           5   3.20987869E-03  -1.42271602    
           6   6.17284188E-03  -1.48444450    
           7   1.11111086E-02  -1.52098763    
           8   6.91358279E-03  -1.54666662    
           9   7.16049643E-03  -1.57086420    
          10   1.20987613E-02  -1.59506178    
          11   1.58024598E-02  -1.61432099    
          12   2.51851957E-02  -1.63259256    
          13   3.55555564E-02  -1.64987659    
          14   3.72839421E-02  -1.65876544    
          15   2.98765637E-02  -1.67111111    
          16   3.28395218E-02  -1.68148148    
          17   3.70370299E-02  -1.69086421    
          18   2.91358214E-02  -1.70172834    
          19   3.13580483E-02  -1.70913577    
          20   3.16049606E-02  -1.71654320    
          21   3.16049606E-02  -1.72296298    
          22   3.58024687E-02  -1.72691357    
          23   3.67901176E-02  -1.73283947    
          24   4.17283624E-02  -1.73975313    
          25   3.85185033E-02  -1.74469137    
          26   3.99999768E-02  -1.75012350    
          27   4.27160114E-02  -1.75111115    
          28   4.39505726E-02  -1.75456786    
          29   4.44443971E-02  -1.75654316    
          30   4.61727828E-02  -1.76049387    
          31   5.06172031E-02  -1.76148152    
          32   5.38270622E-02  -1.76543212    
          33   5.50616235E-02  -1.76839507    
          34   4.98764664E-02  -1.77135801    
          35   5.30863255E-02  -1.77283955    
          36   5.03702909E-02  -1.77432096    
          37   5.28394133E-02  -1.77679014    
          38   4.56789583E-02  -1.77975309    
          39   4.81480807E-02  -1.78024697    
          40   4.74073440E-02  -1.78271604    
          41   4.64196950E-02  -1.78370368    
          42   4.79011685E-02  -1.78617287    
          43   4.49382216E-02  -1.78716052    
          44   4.17283624E-02  -1.78962958    
          45   4.07407135E-02  -1.79209876    
          46   4.39505726E-02  -1.79308641    
          47   4.51851338E-02  -1.79407406    
          48   4.49382216E-02  -1.79506171    
          49   4.24690992E-02  -1.79654324    
          50   4.12345380E-02  -1.79703701    
          51   4.51851338E-02  -1.79802465    
          52   4.64196950E-02  -1.79999995    
          53   4.54320461E-02  -1.80049384    
          54   4.44443971E-02  -1.80296302    
          55   4.09876257E-02  -1.80444443    
          56   4.07407135E-02  -1.80592597    
          57   4.02468890E-02  -1.80641973    
          58   4.29629236E-02  -1.80790126    
          59   3.80246788E-02  -1.80839503    
          60   3.80246788E-02  -1.81037033    
          61   3.92592400E-02  -1.81086421    
          62   3.77777666E-02  -1.81086421    
          63   4.29629236E-02  -1.81185186    
          64   4.19752747E-02  -1.81333339    
          65   3.87654155E-02  -1.81432104    
          66   4.04938012E-02  -1.81481481    
          67   3.77777666E-02  -1.81629634    
          68   4.41974849E-02  -1.81679010    
          69   4.04938012E-02  -1.81728399    
          70   4.04938012E-02  -1.81827164    
          71   3.97530645E-02  -1.81827164    
          72   4.27160114E-02  -1.81876540    
          73   4.37036604E-02  -1.82074070    
          74   4.93826419E-02  -1.82123458    
          75   5.08641154E-02  -1.82271600    
          76   4.98764664E-02  -1.82271600    
          77   5.18517643E-02  -1.82419753    
          78   5.16048521E-02  -1.82518518    
          79   5.18517643E-02  -1.82567906    
          80   5.35801500E-02  -1.82617283    
          81   5.33332378E-02  -1.82814813    
          82   5.48147112E-02  -1.82913578    
          83   5.35801500E-02  -1.82913578    
          84   5.20986766E-02  -1.82913578    
          85   5.23455888E-02  -1.82962966    
          86   5.01233786E-02  -1.82962966    
          87   5.11110276E-02  -1.82962966    
          88   4.96295542E-02  -1.83012342    
          89   4.91357297E-02  -1.83012342    
          90   4.96295542E-02  -1.83111107    
          91   4.64196950E-02  -1.83160496    
          92   4.61727828E-02  -1.83259261    
          93   4.54320461E-02  -1.83308637    
          94   4.64196950E-02  -1.83308637    
          95   4.69135195E-02  -1.83358026    
          96   4.91357297E-02  -1.83407402    
          97   5.18517643E-02  -1.83506167    
          98   4.98764664E-02  -1.83555555    
          99   5.03702909E-02  -1.83604944    
         100   4.79011685E-02  -1.83604944    
         101   4.71604317E-02  -1.83703709    
         102   4.69135195E-02  -1.83703709    
         103   4.76542562E-02  -1.83753085    
         104   4.83949929E-02  -1.83851850    
         105   4.74073440E-02  -1.84000003    
         106   5.01233786E-02  -1.84197533    
         107   5.08641154E-02  -1.84197533    
         108   4.61727828E-02  -1.84197533    
         109   4.46913093E-02  -1.84246910    
         110   3.95061523E-02  -1.84296298    
         111   3.95061523E-02  -1.84395063    
         112   3.62962931E-02  -1.84395063    
         113   3.40740830E-02  -1.84493828    
         114   3.16049606E-02  -1.84543204    
         115   2.83950791E-02  -1.84592593    
         116   2.37037111E-02  -1.84641981    
         117   2.24691406E-02  -1.84641981    
         118   2.19753124E-02  -1.84641981    
         119   2.29629688E-02  -1.84839511    
         120   2.29629688E-02  -1.84888887    
         121   2.14814842E-02  -1.84888887    
         122   2.46913675E-02  -1.84938276    
         123   2.32098829E-02  -1.84987652    
         124   2.02469137E-02  -1.85037041    
         125   1.35802412E-02  -1.85135806    
         126   1.80246867E-02  -1.85135806    
         127   1.80246867E-02  -1.85234571    
         128   1.53086334E-02  -1.85234571    
         129   1.30864149E-02  -1.85234571    
         130   1.28395017E-02  -1.85283947    
         131   1.28395017E-02  -1.85333335    
         132   1.16049359E-02  -1.85333335    
         133   1.48148071E-02  -1.85382712    
         134   9.62963048E-03  -1.85481477    
         135   6.91358373E-03  -1.85481477    
         136   4.93827462E-03  -1.85481477    
         137   5.67901554E-03  -1.85530865    
         138   1.08641963E-02  -1.85580242    
         139   1.11111095E-02  -1.85580242    
         140   1.35802412E-02  -1.85580242    
         141   1.53086334E-02  -1.85629630    
         142   1.60493739E-02  -1.85629630    
         143   1.43209808E-02  -1.85629630    
         144   1.50617203E-02  -1.85629630    
         145   1.48148071E-02  -1.85629630    
         146   1.67901162E-02  -1.85629630    
         147   2.02469137E-02  -1.85629630    
         148   1.43209808E-02  -1.85629630    
         149   1.62962880E-02  -1.85629630    
         150   1.35802412E-02  -1.85679007    
         151   1.30864149E-02  -1.85679007    
         152   1.16049359E-02  -1.85679007    
         153   1.43209808E-02  -1.85679007    
         154   1.33333281E-02  -1.85728395    
         155   1.40740676E-02  -1.85728395    
         156   1.11111095E-02  -1.85728395    
         157   1.20987622E-02  -1.85876548    
         158   9.38271731E-03  -1.85876548    
         159   1.33333281E-02  -1.86024690    
         160   1.01234568E-02  -1.86074078    
         161   7.16049736E-03  -1.86074078    
